"evrak","Kelime","frekans"
22,"benliğinden çıkmak",3
22,"bal",7
22,"açkılanma",3
22,"ağlama",7
22,"akdiken",1
22,"antisemit",1
22,"aromatik",5
22,"afiş",1
22,"adamcasına",6
22,"adamcasına",7
22,"belgelendirmek",5
22,"afiyetle",7
22,"başuzman",2
22,"aktarmacı",1
22,"adamakıllı",3
22,"altından kalkmak",4
22,"baklamsı",2
22,"ağzına koymamak",5
22,"belirme",1
22,"aşıvurmak",5
22,"barbakan",6
22,"belgegeçer",7
22,"afallatma",3
22,"bakla kırı",1
22,"açıklaştırma",5
22,"açık toplum",3
22,"aksatma",5
22,"alçılanmak",2
22,"arkeoloji",4
22,"başınıeğmek",1
22,"ayarlı",1
22,"bazende",3
22,"ağırlanma",3
22,"betili sanat",1
22,"beklenmek",4
22,"bengileşme",2
22,"besmele",2
22,"antikacılık",5
22,"aklını kaçırmak",1
22,"ahibba",3
22,"anaca",3
22,"baş başa kalmak",6
22,"apenin yarımadası",2
23,"afi",1
23,"abin",3
23,"bakım yurdu",3
23,"adımını attırmamak",2
23,"bayılttırmak",6
23,"altun",4
23,"ansefal",3
23,"aftaka",7
23,"avcı uçağı",7
23,"ağlayış",3
23,"basuç",5
23,"baruthane",5
23,"aç acına",5
23,"beğenme",4
23,"açık liman",4
23,"belgilemek",7
23,"bazıları",7
23,"akgünlük",6
23,"antimadde",2
23,"addetmek",5
23,"argaçlamak",3
23,"belleğini yitirmek",7
23,"arkabahçe",6
23,"ahir zaman",5
23,"bağıtlı",6
23,"balyos",6
23,"baydan",5
23,"avlamak",5
23,"ara sokak",3
23,"akbaş",6
23,"balkarca",6
23,"ağırkanlı",5
23,"baştabip",2
23,"andız",2
23,"algur",5
23,"allak bullak etmek",1
23,"almancı",2
23,"ağzının tadını bilmek",1
23,"alternatör",7
23,"batuga",7
23,"baş yapmak",4
23,"belirsizlik",1
23,"battal edilmek",2
23,"beyin üçgeni",1
23,"at sineği",5
23,"ateş püskürmek",1
23,"aramakla bulunmaz",4
23,"aşiret",1
23,"ağıt yakmak",3
23,"bağırış çağırış",7
23,"ataman",7
23,"bağlatmak",3
23,"akıcı ünsüz",6
23,"bahtiyarlık",4
23,"arazi topoğrafı",2
23,"adalet sarayı",5
23,"altın kaplama",2
23,"bacağın",7
23,"belli",6
23,"besteli",3
24,"analı",6
24,"afsuncuya",3
24,"ağır işitmek",2
24,"ansefal",7
24,"beyin kanaması",1
24,"astrolog",6
24,"açkılanma",3
24,"berber",4
24,"beli çökmek",3
24,"aytışan",2
24,"bağatur",4
24,"ati",1
24,"ayartma",5
24,"azot",4
24,"ağır kaçmak",6
24,"balkarca",7
24,"başsız",3
24,"ayıt",4
24,"alakasızlık",1
24,"bağlayıcı ünlü",1
24,"ağaçkesen",7
24,"amfibyumlar",5
24,"abazan kalmak",6
24,"askıya çıkarmak",7
24,"baştabip",3
24,"ayazlık",2
24,"bankaya yatırmak",3
24,"bankaya yatırmak",7
24,"ayak takımı",3
24,"akyaprak",4
24,"ant verdirmek",1
24,"alk",6
24,"asi",2
24,"barmak",5
24,"beslek",2
24,"barkod",3
24,"açgözlülük",3
24,"avukat",4
24,"badiye",3
24,"bakışımlı",2
24,"altıgen",6
24,"berkin",4
24,"ağzından düşmemek",1
24,"amerikalı",2
24,"bağıllık",1
24,"belalar mübareği",5
24,"açık şehir",1
24,"banyo havlusu",3
24,"belki",6
24,"azit",5
24,"aklıevvel",6
24,"ağzı burnu yerinde",3
24,"altes",1
24,"abazan",3
24,"adamlıksız",1
25,"al gülüm ver gülüm",7
25,"aria",5
25,"anlaşmaya",3
25,"açkıyapılmak",3
25,"akıl var",7
25,"ablaklık",7
25,"belgin",1
25,"anıştırmak",6
25,"akçalamak",4
25,"aklını takmak",4
25,"ata et",5
25,"asal sayı",5
25,"aş erme",7
25,"aze",5
25,"benliğinden çıkmak",2
25,"başgöz etmek",5
25,"ankara keçisi",5
25,"başyargıcı",1
25,"barutçuluk",7
25,"ağrısız",5
25,"aklan",7
25,"afallamak",7
25,"afis",3
25,"açıklıkla",7
25,"açıklıkla",5
25,"abazan kalmak",5
25,"adapte olmak",1
25,"ayrıksı ay",6
25,"baştabip",2
25,"acıbadem şerbeti",6
25,"badema",3
25,"anımsama",3
25,"alkışlamak",4
25,"aktarmasız",1
25,"banyo",5
25,"azalmak",4
25,"ağzına sakız olmak",5
25,"aşındırmak",5
25,"benekleşmek",3
25,"balık çorbası",2
25,"akla gelmedik",4
25,"antropozoik",6
25,"aksatma",6
25,"asbest yünü",6
25,"aglütinin",7
25,"belirlenme",6
25,"bela çıkarmak",6
25,"akkarıncalar",3
25,"başparmak",5
25,"balmumu",1
25,"benzetlemeli",6
25,"bağkesen",4
25,"bengileşme",7
25,"bahtiyarlık",7
25,"ağlatmak",4
25,"başüstü",4
25,"adamlıksız",6
25,"bakanlığı",2
26,"bağlı kalmak",3
26,"benzi kül gibi olmak",3
26,"araştırılması",7
26,"ağza koyacak bir şey",7
26,"belleten",5
26,"belleten",5
26,"avcı uçağı",7
26,"aradan",2
26,"balat",1
26,"aç acına",6
26,"aktivite",1
26,"batu",4
26,"akşaman",5
26,"baksı",4
26,"akson",2
26,"avrupa arı kuşu",7
26,"antisemit",6
26,"acarkan",3
26,"bela kesilmek",1
26,"az değil",3
26,"araklayıcı",6
26,"babasının oğlu",7
26,"ayaküzeri",1
26,"aş ermek",2
26,"bağlama",5
26,"bastonlu",5
26,"azaltmalar",5
26,"alfaterapi",5
26,"başlangıç",6
26,"bengisu",6
26,"allak bullak etmek",1
26,"almancı",4
26,"abakıymış",3
26,"aktarmasız",4
26,"bazitli mantarlar",4
26,"alavereci",5
26,"betül",4
26,"aman dilemek",4
26,"algılanmak",5
26,"açıktan",1
26,"azledilmesi",1
26,"akçakesme",7
26,"asarıatika",6
26,"bançolaşma",1
26,"arkeoloji",7
26,"belirlenme",4
26,"ağzından düşmemek",2
26,"aksi halde",3
26,"bahai",3
26,"ayrı cinsten",7
26,"açık çek",6
26,"akça pakça",1
26,"adalet",2
26,"atlı kovalarcasına",2
26,"acembuselik",5
26,"adlandırılma",5
26,"adlandırılma",6
26,"aç açık kalmak",3
26,"baş üstüne",6
26,"aklıevvel",1
26,"ayaklık",5
26,"azmanlaşma",1
26,"ahibba",6
26,"asturca",7
26,"başını kurtarmak",5
26,"ağı otu",7
26,"anaca",3
26,"açınım",7
27,"bas bariton",3
27,"acz içinde olmak",4
27,"barizleşme",4
27,"bakışı",6
27,"aklama belgesi",7
27,"aldanç",4
27,"altıncı",2
27,"bahis",4
27,"bereketli",7
27,"belgin",3
27,"anlık",7
27,"artırma",1
27,"beş altı",7
27,"bağırarak",5
27,"baruthane",2
27,"alamerikan",2
27,"bağlamsal anlam",1
27,"aş erme",6
27,"avangart",1
27,"atölye",5
27,"başına kakmak",7
27,"androsefal",4
27,"avare olmak",6
27,"aile saadeti",2
27,"beduh",3
27,"alakalandırma",1
27,"açık yüreklilik",1
27,"afis",7
27,"acyocu",6
27,"acyocu",6
27,"azametli",7
27,"abazan kalmak",7
27,"ayaküzeri",4
27,"ayrıksı ay",6
27,"andız",4
27,"aşamcak",1
27,"ağış",6
27,"adamakıllı",3
27,"bandajlatmak",7
27,"amebosit",2
27,"alkışlamak",2
27,"alavereci",3
27,"batuga",3
27,"beslenmesini",2
27,"benimseyemeyen",1
27,"abdala malum olur",5
27,"azoik",4
27,"açık işletme",7
27,"ad durumu",3
27,"anlamadım",5
27,"absorbe",6
27,"aslan kesilmek",7
27,"atmaca",2
27,"alakasız",3
27,"belalar mübareği",7
27,"ayrı cinsten",4
27,"bazende",3
27,"bağları",7
27,"ahkam yürütmek",4
27,"bağkesen",4
27,"anasızlık",6
27,"akliye",3
27,"asyalı",4
27,"bakır sülfat",5
27,"balık tabağı",5
27,"beselemek",7
27,"artezyen kuyusu",1
27,"balıkçı",7
27,"banliyö",5
27,"avutulma",3
27,"ada tavşanı",6
27,"başlanılmak",4
28,"bağlı kalmak",1
28,"barışlandırına",5
28,"bal mumu gibi erimek",1
28,"aranje",1
28,"aradan",6
28,"başından aşkın olmak",5
28,"ağızlama",1
28,"anaforculuk",6
28,"analitik kimya",5
28,"başsızlık",4
28,"başmüşavir",4
28,"başına kakmak",3
28,"algılayıcı",5
28,"beli bükülmek",3
28,"arife günü",4
28,"barok",2
28,"androsefal",7
28,"benzincilik",5
28,"ağrısız",1
28,"artırım",7
28,"abışka",6
28,"bahsı",1
28,"algılamak",1
28,"açık kabuk",7
28,"bayuk",2
28,"aslan gibi",4
28,"bedenli",6
28,"bedenli",6
28,"atom çekirdeği",3
28,"bartık",4
28,"amfibyumlar",4
28,"beti",2
28,"bellembeç",7
28,"anırmasınısağlamak",7
28,"altından kalkmak",1
28,"afişe",6
28,"altılık",4
28,"adaletten",2
28,"akla gelmedik",1
28,"baş yapmak",7
28,"avukat",4
28,"aval aval",1
28,"başgarson",3
28,"bediileşme",7
28,"astarlanma",2
28,"ay evi",4
28,"başbuğ",4
28,"aksi halde",5
28,"bağlantı ünsüzü",5
28,"anlayışlı",5
28,"bağları",5
28,"baytar",1
28,"anasızlık",7
28,"bestecinin",6
28,"aitlik",2
28,"aklıevvel",6
28,"basiret",5
28,"barbut",2
28,"ağzı burnu yerinde",4
28,"adı batası",6
28,"ağzından",6
28,"bence",2
28,"banliyö",7
28,"aküpunktür",7
29,"balgümeci",5
29,"amerikanvari",7
29,"arter",5
29,"basmaca",6
29,"bahis",5
29,"alavandalı",2
29,"aşır",3
29,"ağım",4
29,"ağım",4
29,"beğenme",3
29,"arpalık",3
29,"belleğini yitirmek",1
29,"abıkan",5
29,"amaçlanma",2
29,"başa çıkmak",6
29,"ana kara",3
29,"beduh",4
29,"beşparalık etmek",6
29,"acıçektirmek",4
29,"aktan kara kalktı mı",7
29,"başuzman",4
29,"alçak gönüllü",5
29,"ay örümceği",1
29,"ayak takımı",2
29,"abakıymış",3
29,"aşıvurmak",1
29,"berber dükkanı",2
29,"arsızlık etmek",3
29,"arka çıkmak",6
29,"beslenmesini",5
29,"atom reaktörü",2
29,"beyin üçgeni",2
29,"asesbaşı",4
29,"asesbaşı",6
29,"besinli",1
29,"ağdacı",2
29,"askerlere",4
29,"atmaca",2
29,"aksırtmak",7
29,"baskılık",2
29,"beslenme bozukluğu",4
29,"anlayışlı",5
29,"bağırış çağırış",3
29,"anonim şirket",7
29,"baytar",4
29,"akaju",4
29,"adaklı",7
29,"bahtiyarlık",2
29,"ayaklık",5
29,"beselemek",4
29,"antikacılık",6
29,"asturca",2
29,"banliyö",7
29,"aynalı",6
29,"baklalık",3
29,"akranlık",1
29,"başköşeye kurulmak",3
29,"adamlıksız",2
30,"bas bariton",1
30,"benzi kül gibi olmak",1
30,"aklama belgesi",3
30,"ağzıbozuk",7
30,"becerili",2
30,"başvurma",5
30,"anıştırmak",2
30,"amonyum karbonat",4
30,"aplike",4
30,"beş altı",1
30,"asal sayı",3
30,"benibeşer",5
30,"analitik kimya",5
30,"avangart",2
30,"ağıtlama",6
30,"amonyaklamak",2
30,"aktan",3
30,"avrupa arı kuşu",6
30,"anlaşmazlıklarbelirir",7
30,"asıntı",6
30,"beyhudelik",5
30,"bayağılaştırma",4
30,"beduh",1
30,"ağır kaçmak",3
30,"açık kabuk",6
30,"ahlakıyat",7
30,"apreci",1
30,"aşağılı yukarılı",1
30,"az değil",1
30,"amfibyumlar",2
30,"ağırkanlı",5
30,"baştabip",7
30,"belgeler",3
30,"badire",6
30,"ayarı bozuk",4
30,"belenme",1
30,"barmak",7
30,"balık adam",6
30,"afallatma",5
30,"belirsizlik",4
30,"andaval",5
30,"adileşme",7
30,"başından korkmak",1
30,"anlamadım",2
30,"ayak izi",7
30,"bahai",6
30,"barograf",2
30,"afallaşma",2
30,"açık öğretim",5
30,"baytar",1
30,"antibiyotik tedavisi",6
30,"baltayı taşa vurmak",3
30,"basınçölçüm",7
30,"başefendi",5
30,"bağışlanma",2
30,"amcasının",6
30,"araya soğukluk girmek",3
30,"alıp vereceği olmamak",7
30,"anız bozmak",4
30,"banliyö",2
30,"aldatılmaz",4
30,"benzetçi",4
31,"atlama beygiri",6
31,"bakışı",3
31,"anaçlık",7
31,"aldanç",5
31,"altun",1
31,"ayrıç",2
31,"anadolulu",6
31,"apaydınlık",1
31,"azma",6
31,"aklı selim",4
31,"akgünlük",3
31,"argaçlamak",2
31,"başmakçılık",4
31,"alicenaplık",2
31,"anlaşılması",7
31,"ahdi",2
31,"araklayıcı",5
31,"adıyakşı",7
31,"ahırlamak",5
31,"bağlama",7
31,"akşam yeli",5
31,"bedhah",4
31,"ayrınç",4
31,"afallatma",5
31,"benzi uçmak",1
31,"avukat",3
31,"adçekimi",6
31,"bayır aşağı",5
31,"alaca bulaca",2
31,"bayraktarlığını yapmak",7
31,"aslan kesilmek",4
31,"başınıalıp gitmek",1
31,"balyoz gibi",4
31,"bahai",1
31,"baştınki",2
31,"baytar",3
31,"anasızlık",1
31,"akliye",5
31,"acembuselik",6
31,"adaklanmak",1
31,"bazen",5
31,"aklını kaçırmak",3
31,"artezyen kuyusu",2
31,"arılaşmak",4
31,"açınma",3
31,"allamak",1
31,"batmaz",1
31,"ağlaşmak",7
32,"belleten",6
32,"ayakaltına almak",2
32,"bergilik",3
32,"asap",6
32,"altıncı",5
32,"arzulamak",7
32,"becerili",2
32,"art arda",2
32,"beyin kanaması",5
32,"bademli",6
32,"ağdalanmış",5
32,"akseptans",5
32,"acze düşmek",1
32,"benliğinden çıkmak",6
32,"başmisafir",7
32,"başına kakmak",5
32,"bazıları",3
32,"aptallık",5
32,"beli bükülmek",5
32,"belleğini yitirmek",4
32,"alesta beklemek",3
32,"basket",3
32,"başmakçılık",5
32,"akdiken",1
32,"bedihi",1
32,"anlaşmazlıklarbelirir",2
32,"bayram alayı",6
32,"ayıt",6
32,"az değil",6
32,"berkitmek",7
32,"adalete teslim etmek",2
32,"avans",3
32,"afişe",7
32,"allak bullak etmek",6
32,"ağzına koymamak",4
32,"altlı üstlü",3
32,"beril",5
32,"beril",6
32,"akyaprak",1
32,"algılanmak",1
32,"baştın",5
32,"aşıcılık",7
32,"balık adam",4
32,"bakla kırı",7
32,"arkeolog",6
32,"avukat",1
32,"aritmik",1
32,"aritmik",3
32,"barkan",7
32,"başınıalıp gitmek",3
32,"ağzından düşmemek",4
32,"alakasız",2
32,"alüminyum taşı",5
32,"ağdalaşmak",4
32,"aksırtmak",4
32,"accelerando",6
32,"basınçölçüm",3
32,"amerika bademi",6
32,"ağaççılık",2
32,"abazan",4
32,"bakmamak",4
32,"atılğan",4
32,"atılğan",3
32,"başüstü",2
32,"beyni karıncalanmak",5
33,"alıngan",2
33,"arsun",2
33,"anlaşmaya",6
33,"ateş gecesi",1
33,"ağır işitmek",4
33,"ayrıç",1
33,"bademli",1
33,"baruthane",3
33,"ata et",7
33,"ata et",7
33,"azma",2
33,"beyazlaştırmak",1
33,"aygın baygın",6
33,"aygın baygın",5
33,"atölye",5
33,"astrolog",2
33,"başgöz etmek",3
33,"ağırlık basmak",2
33,"başyargıcı",2
33,"barutçuluk",3
33,"ati",7
33,"arkuz",7
33,"ahdi",1
33,"açık hece",6
33,"az değil",3
33,"bellembeç",6
33,"astırma",5
33,"balık tutmak",3
33,"aceleten",5
33,"arzulama",4
33,"abakıymış",3
33,"aplikasyon",2
33,"acimik",3
33,"akla gelmedik",7
33,"alçıcı",5
33,"belitlenebilirlik",6
33,"açık toplum",2
33,"beşerleme",1
33,"akar",3
33,"balmumu",5
33,"ağır çekmek",3
33,"aritmetiği",7
33,"bestecinin",6
33,"basiret",6
33,"betondan",2
33,"amcasının",7
33,"baş başa kalmak",4
34,"bambul otu",6
34,"alçalmaya",7
34,"açkıyapılmak",4
34,"aklama belgesi",2
34,"alınlık",7
34,"asalağın",1
34,"altıncı",4
34,"ayartan",3
34,"ansefal",4
34,"aşamalı",5
34,"açık kapı politikası",4
34,"betik",2
34,"belgeçerlemek",6
34,"aplike",3
34,"araştırma görevlisi",6
34,"aklı selim",3
34,"beğenme",5
34,"başına kakmak",6
34,"antisemit",3
34,"alık alık",1
34,"bahsı",7
34,"anlaşılması",7
34,"adap",5
34,"ayıkulağı",3
34,"aynabakar",5
34,"alaz alaz",5
34,"ayrıksı ay",3
34,"belgeler",4
34,"anons etmek",6
34,"ar damarı çatlamış",2
34,"ar damarı çatlamış",3
34,"ağzına koymamak",2
34,"bandoculuk",5
34,"ağzının tadını bilmek",6
34,"başını duman almak",3
34,"belgegeçer",3
34,"beslek",1
34,"betimleme",2
34,"ayakbağı",1
34,"acayip karşılamak",3
34,"astarlanma",2
34,"absorbe",2
34,"atmaca",7
34,"aklen",6
34,"altınoluk",7
34,"ayrı cinsten",5
34,"baygınlık",2
34,"beşeriyetçilik",6
34,"alnını karışlamak",2
34,"bahşişler",7
34,"aldırtma",4
34,"beraberlik",2
34,"asyalı",5
34,"bağlantısız",7
34,"anlaşılmayan",2
34,"ağız değişikliği",2
34,"abıru",1
34,"artezyen kuyusu",1
34,"bellenti",5
34,"arıç",3
34,"aynalı",1
34,"bacağın",7
34,"abidin",5
34,"ağzı dili kurumak",6
35,"afi",5
35,"ağzının kaşığı olmamak",3
35,"bağcılık",5
35,"açıortay",2
35,"becerili",1
35,"belgeçerlemek",2
35,"aradan",4
35,"amanın",4
35,"abdestini vermek",5
35,"bağlamsal anlam",6
35,"ağaç parkı",4
35,"beğenme",1
35,"beklenilenin",6
35,"akrostiş",3
35,"asıl sayılar",4
35,"arkabahçe",1
35,"amaçlanma",7
35,"beyhudelik",5
35,"bakışlarını ayıramamak",1
35,"başa çıkmak",4
35,"balıkçıllar",1
35,"alakalandırma",5
35,"ara sokak",4
35,"belgelendirmek",4
35,"asyalılık",4
35,"beta ışınları",7
35,"beta ışınları",4
35,"abazan kalmak",2
35,"adapte olmak",6
35,"astırma",1
35,"balık tutmak",4
35,"balık tutmak",2
35,"ay örümceği",7
35,"beril",4
35,"ayarı bozuk",4
35,"batuga",6
35,"ampirik",2
35,"akla gelmedik",6
35,"abullabutluk",5
35,"asarıatika",2
35,"alçılanmak",6
35,"barkan",7
35,"basari",6
35,"akımtoplar",4
35,"barut kokusu gelmek",6
35,"asıda olmak",5
35,"baskılık",2
35,"acurlu",5
35,"beraberlik",7
35,"aç karnına",1
35,"akliye",5
35,"amerika bademi",6
35,"abay",1
35,"babana rahmet",7
35,"aşğılık",7
35,"bankomat",4
35,"akranlık",7
35,"barındırma",2
36,"başucu noktası",3
36,"anlaşmaya",4
36,"ayakaltına almak",3
36,"ağzıbozuk",7
36,"beş altı",7
36,"bandırmak",1
36,"bedavadan ucuz",1
36,"bazıları",7
36,"argaçlamak",3
36,"afşın",2
36,"belirtilmezlik",5
36,"batırılmak",7
36,"başa çıkmak",7
36,"bastığı yeri bilmemek",6
36,"antropoit",6
36,"ahırlamak",2
36,"anlaşılmamış",5
36,"ar damarı çatlamış",5
36,"ayak takımı",5
36,"baştın",6
36,"aşıcılık",2
36,"arka çıkmak",1
36,"belirsizlik",5
36,"adileşme",1
36,"açık işletme",7
36,"beş para etmez",2
36,"adıvar",6
36,"bencillik",7
36,"ağartma",6
36,"aslan kesilmek",7
36,"ağzı pek",6
36,"barograf",7
36,"bağrına basmak",7
36,"aldırtma",6
36,"betondan",5
36,"berbat olmak",4
36,"ayağa düşmek",2
37,"arkegon",6
37,"afi",6
37,"amerikanvari",7
37,"betonlaşma",5
37,"amfibi harekat",3
37,"anlayışa",7
37,"atkılı",6
37,"başından aşkın olmak",3
37,"altlama",3
37,"bademli",5
37,"antropojen",1
37,"alman",5
37,"ayniyet",1
37,"akşaman",3
37,"baksı",1
37,"alaka çekmek",6
37,"adi defter",1
37,"addetmek",4
37,"alicenaplık",7
37,"arayış",1
37,"ahir zaman",5
37,"ahir zaman",2
37,"bakteriyel",5
37,"ati",3
37,"bayram alayı",4
37,"abışka",7
37,"bakışlarını ayıramamak",3
37,"açık hece",1
37,"ala tavlı",6
37,"aslan gibi",5
37,"ayak teri",6
37,"bartık",7
37,"alemdar",6
37,"bellembeç",7
37,"bagaj",3
37,"arzulama",1
37,"aferin almak",5
37,"atletik",2
37,"atletik",3
37,"ayrınç",6
37,"benzetilmek",3
37,"ailecek",2
37,"alternatör",1
37,"asi",2
37,"arturu",3
37,"batuga",4
37,"aşkın",6
37,"ampirik",2
37,"beslek",5
37,"benzi uçmak",1
37,"avukat",3
37,"baklava",6
37,"açık mavi",1
37,"açık mavi",5
37,"beş para etmez",2
37,"ağrıtma",3
37,"aramakla bulunmaz",6
37,"asit borik",4
37,"alımlı",6
37,"bakışımlı",2
37,"anamal birikimi",3
37,"atmaca",7
37,"adaptör",7
37,"beren",5
37,"ayaksızlar",6
37,"alüminyum taşı",1
37,"alaçık",2
37,"bağrına basmak",3
37,"başöğretmenlik",5
37,"balıkçı gemisi",2
37,"banar",1
37,"bakır sülfat",1
37,"asma merdiven",1
37,"bağlatmak",3
37,"bahaneli",1
37,"bahtı açık",1
37,"aldatılmaz",1
38,"atlama beygiri",6
38,"aklama belgesi",6
38,"betik",2
38,"anadolulu",3
38,"akıl durdurmak",4
38,"başvurma",3
38,"antiasit",3
38,"amanın",6
38,"alamerikan",4
38,"alamerikan",4
38,"astarlı",5
38,"beyazlaştırmak",1
38,"başsızlık",2
38,"akson",5
38,"adi defter",5
38,"bambaşka",6
38,"atlama tahtası",7
38,"atlama tahtası",5
38,"avare olmak",5
38,"bayıltıcı",5
38,"afiş",1
38,"acyocu",6
38,"afiyetle",2
38,"bedduasını almak",6
38,"aptallaştırma",1
38,"anıtsı",7
38,"apreli",1
38,"ahırlamak",7
38,"aile hukuku",4
38,"avundurmak",4
38,"asudelik",7
38,"açıklayan",7
38,"aşırı besi",1
38,"ailecek",6
38,"alternatör",5
38,"berber dükkanı",5
38,"benekleşmek",7
38,"balık çorbası",4
38,"alçıcı",1
38,"barkod",5
38,"badiye",2
38,"alımlı",2
38,"başınıalıp gitmek",6
38,"baskıcılık",2
38,"berkin",5
38,"ağzından düşmemek",3
38,"ayırmaç",3
38,"alüminyum taşı",2
38,"alaçık",4
38,"bağrına basmak",6
38,"bağrına basmak",2
38,"beşeriyetçilik",6
38,"ağırlanma",2
38,"anlayışlı",1
38,"ahkam yürütmek",7
38,"alt yazılama",6
38,"bağıtçı",5
38,"acembuselik",4
38,"aslan ağzı",7
38,"analık",6
38,"aşk yapmak",2
38,"ad tamlaması",7
38,"andantino",3
38,"abazan",2
38,"ayrışık",4
38,"ağaçlıklı",4
38,"alışveriş",6
38,"ağlaşmak",6
39,"betonlaşma",6
39,"aldanç",6
39,"avcı uçağı",7
39,"alavandalı",4
39,"adı var",7
39,"aet",2
39,"anaforculuk",5
39,"ağdalanmış",2
39,"abdestan",4
39,"analitik kimya",3
39,"ağaç parkı",6
39,"alan talan olmak",3
39,"alesta beklemek",1
39,"barok",4
39,"aklında olsun",4
39,"apenin dağları",7
39,"aile saadeti",6
39,"bayağılaştırma",2
39,"bangladeş",6
39,"afiş",2
39,"akbaş",1
39,"asılmak",1
39,"balkarca",3
39,"başsız",5
39,"alkır",6
39,"aynabakar",6
39,"ağaçkesen",5
39,"az değil",2
39,"beldeitayyibe",2
39,"anırmasınısağlamak",6
39,"açıklaştırmak",3
39,"benzetmek",7
39,"belgeler",2
39,"baklamsı",6
39,"arası soğumak",1
39,"barbakan",4
39,"asalakbilim",7
39,"belgegeçer",1
39,"bakıcılık",7
39,"askeri inzibat",4
39,"belitlenebilirlik",7
39,"atom reaktörü",6
39,"ağrıkesen",4
39,"arşidüşes",1
39,"ağdacı",3
39,"bencillik",1
39,"beyni",7
39,"alakasız",7
39,"başınıeğmek",6
39,"astarlı zarf",2
39,"acurlu",7
39,"bakır sülfat",2
39,"afyonlamak",7
39,"apatit",4
39,"artezyen kuyusu",2
39,"anız bozmak",7
40,"alçalmaya",2
40,"analı",6
40,"altun",4
40,"alyans",6
40,"betik",5
40,"bahis",6
40,"alavandalı",7
40,"aet",5
40,"astarlı",3
40,"avan",1
40,"ağır canlı",4
40,"bağıldak",2
40,"aklınla bin yaşa",3
40,"belgilemek",6
40,"adını taşımak",1
40,"aygın baygın",5
40,"benliğinden çıkmak",6
40,"başmisafir",3
40,"akgünlük",1
40,"adi defter",3
40,"arkabahçe",4
40,"başyargıcı",2
40,"balast",4
40,"bağıtlı",1
40,"bellek yitimi",4
40,"azot",4
40,"bağlayıcı ünlü",3
40,"antropoit",1
40,"anıtsı",6
40,"ayrıksı ay",3
40,"aktarmacı",4
40,"asudelik",7
40,"abla",7
40,"ayak takımı",2
40,"aferin almak",6
40,"barcı",2
40,"ant verdirmek",1
40,"bendeniz",7
40,"aşkın",1
40,"adı verilmek",6
40,"beş para etmez",7
40,"beş para etmez",4
40,"arşidüşes",7
40,"ahid",3
40,"ayrıklık",3
40,"arkeoloji",7
40,"ay evi",5
40,"bakışımlı",4
40,"başınıalıp gitmek",6
40,"baskıcılık",7
40,"ayırmaç",4
40,"başınıeğmek",1
40,"acıya",5
40,"apteriks",4
40,"aslık",2
40,"aslık",5
40,"aybaşı olmak",3
40,"apatit",3
40,"ayrışık",7
41,"bas bariton",2
41,"başucu noktası",7
41,"ağzının kaşığı olmamak",6
41,"alçalmaya",1
41,"bakışı",5
41,"anlaşmaya",2
41,"akbala",5
41,"arter",3
41,"açıortay",3
41,"açıortay",4
41,"avcı uçağı",6
41,"belgeçerlemek",3
41,"ağızlama",5
41,"anaforculuk",3
41,"abdestan",2
41,"beyazlaştırmak",4
41,"artagan",2
41,"alan talan olmak",4
41,"bambaşka",6
41,"alnının akı ile",4
41,"berber",1
41,"başyargıcı",4
41,"ahir zaman",1
41,"acarkan",6
41,"amaçlanma",7
41,"arkuz",5
41,"alabalık",2
41,"beyhudelik",5
41,"betonkarar",3
41,"afiş",4
41,"aslan gibi",6
41,"ayak teri",2
41,"ayıt",6
41,"bağışçı",4
41,"anıtlaşma",1
41,"anıtsı",5
41,"baştabip",6
41,"aile hukuku",6
41,"abartış",5
41,"asdam",5
41,"aksırış",5
41,"adı belirsiz",7
41,"andaval",1
41,"bergamot",4
41,"aval aval",4
41,"abullabutluk",4
41,"bergi",5
41,"asesbaşı",7
41,"bece­rikli",3
41,"askerlere",3
41,"bakışımsız",4
41,"ayak izi",2
41,"ahbap çıkmak",5
41,"ayrışıklık",5
41,"anlayışlı",5
41,"besteci",5
41,"bahtiyarlık",5
41,"bağlanmak",4
41,"ala yuntlu",5
41,"alışveriş",7
41,"altta yok üstte yok",2
41,"aklını çalmak",3
41,"başköşeye kurulmak",4
41,"ayağına çabuk",6
41,"ayağına çabuk",1
41,"avans vermek",4
42,"alıngan",4
42,"arsun",1
42,"analı",7
42,"bayılttırmak",4
42,"acıyarak",3
42,"ayağını denk almak",1
42,"ağzıbozuk",1
42,"apaydınlık",3
42,"ağızlama",1
42,"başlamak",6
42,"alamerikan",2
42,"alman",3
42,"akseptans",3
42,"ayrımlılaşmak",3
42,"benliğinden çıkmak",5
42,"abıkan",7
42,"ağlama",1
42,"ak kan yangısı",5
42,"bağatur",2
42,"acarkan",1
42,"ağrı kesimi",5
42,"alabalık",5
42,"abışka",2
42,"astronot",1
42,"bertik",1
42,"betonkarar",5
42,"bermutat",3
42,"aforozlu",2
42,"açık yüreklilik",1
42,"adliyeci",5
42,"ağaçkesen",3
42,"basmakalıplaşmak",7
42,"anormallik",5
42,"besmelesiz",1
42,"aile hukuku",1
42,"adı sanı",4
42,"ay örümceği",6
42,"afişe",6
42,"bankaya yatırmak",1
42,"atletik",4
42,"ahmaklaştırmak",4
42,"arası soğumak",4
42,"ananas",3
42,"altın kesmek",4
42,"berber dükkanı",2
42,"başında olmak",2
42,"başında olmak",3
42,"açık bono",3
